n,R,Method,Constraint,rel_risk
200,0.1,RandForest,no,1.504156253884524
200,0.1,RandForest,no,2.123376724576775
200,0.1,RandForest,no,2.3968081969709045
200,0.1,RandForest,no,1.7421002591472972
200,0.1,RandForest,no,3.1472229056572325
200,0.1,RandForest,no,2.161126979510294
200,0.1,RandForest,no,4.670087069561992
200,0.1,RandForest,no,2.500330334685903
200,0.1,RandForest,no,1.4598683278327629
200,0.1,RandForest,no,2.2030215624301674
200,0.1,RandForest,no,2.4466139517680947
200,0.1,RandForest,no,2.0389954920932998
200,0.1,RandForest,no,1.5272900381673673
200,0.1,RandForest,no,1.7325957790392286
200,0.1,RandForest,no,2.2137611847049303
200,0.1,RandForest,no,2.067073992146914
200,0.1,RandForest,no,2.7408692305274958
200,0.1,RandForest,no,2.4107874143716703
200,0.1,RandForest,no,3.190636405869285
400,0.1,"StochOptForest
(apx-soln)",yes,1.218027064197888
400,0.1,"StochOptForest
(apx-soln)",yes,1.0778318838182355
400,0.1,"StochOptForest
(apx-soln)",yes,1.3054794120271267
400,0.1,"StochOptForest
(apx-soln)",yes,1.2079980287439174
400,0.1,"StochOptForest
(apx-soln)",yes,1.403604753906739
400,0.1,"StochOptForest
(apx-soln)",yes,1.3464214541019308
400,0.1,"StochOptForest
(apx-soln)",yes,1.5435222859310516
400,0.1,"StochOptForest
(apx-soln)",yes,1.3458840131764114
400,0.1,"StochOptForest
(apx-soln)",yes,1.551808099540184
400,0.1,"StochOptForest
(apx-soln)",yes,1.2466184768035786
400,0.1,"StochOptForest
(apx-soln)",yes,1.235251650191033
400,0.1,"StochOptForest
(apx-soln)",yes,1.1118354645414563
400,0.1,"StochOptForest
(apx-soln)",yes,1.502527197235267
400,0.1,"StochOptForest
(apx-soln)",yes,1.355598548760919
400,0.1,"StochOptForest
(apx-soln)",yes,1.4982148593903675
400,0.1,"StochOptForest
(apx-soln)",yes,1.2381911306804967
400,0.1,"StochOptForest
(apx-soln)",yes,1.2496199055230577
400,0.1,"StochOptForest
(apx-soln)",yes,1.0543274273413483
400,0.1,"StochOptForest
(apx-soln)",yes,1.6349726193226772
400,0.1,"StochOptForest
(apx-soln)",yes,1.1862729853473086
400,0.1,"StochOptForest
(apx-soln)",yes,1.5124472365289046
400,0.1,"StochOptForest
(apx-soln)",yes,1.2646857819155355
400,0.1,"StochOptForest
(apx-soln)",yes,1.2161866748632217
400,0.1,"StochOptForest
(apx-soln)",yes,1.252696225358019
400,0.1,"StochOptForest
(apx-soln)",yes,1.4530674849457001
400,0.1,"StochOptForest
(apx-soln)",yes,1.3775165279813255
400,0.1,"StochOptForest
(apx-soln)",yes,1.5134073165702717
400,0.1,"StochOptForest
(apx-soln)",yes,1.433050108164412
400,0.1,"StochOptForest
(apx-soln)",yes,1.2314401076016919
400,0.1,"StochOptForest
(apx-soln)",yes,1.3475418325507602
400,0.1,"StochOptForest
(apx-soln)",yes,1.194766239310373
400,0.1,"StochOptForest
(apx-soln)",yes,1.224716991425892
400,0.1,"StochOptForest
(apx-soln)",yes,1.491767721060943
400,0.1,"StochOptForest
(apx-soln)",yes,1.2759868620447818
400,0.1,"StochOptForest
(apx-soln)",yes,1.4801203488694508
400,0.1,"StochOptForest
(apx-soln)",yes,1.1966744174316448
400,0.1,"StochOptForest
(apx-soln)",yes,1.4619708171223345
400,0.1,"StochOptForest
(apx-soln)",yes,1.7325694196852834
400,0.1,"StochOptForest
(apx-soln)",yes,1.2931186562661976
400,0.1,"StochOptForest
(apx-soln)",yes,1.390946609982606
400,0.1,"StochOptForest
(apx-soln)",yes,1.375203827701632
400,0.1,"StochOptForest
(apx-soln)",yes,1.1619961659708555
400,0.1,"StochOptForest
(apx-soln)",yes,1.3490835145399518
400,0.1,"StochOptForest
(apx-soln)",yes,1.2904335240611418
400,0.1,"StochOptForest
(apx-soln)",yes,1.506162971999546
400,0.1,"StochOptForest
(apx-soln)",yes,1.7014223628607599
400,0.1,"StochOptForest
(apx-soln)",yes,1.4028564422942078
400,0.1,"StochOptForest
(apx-soln)",yes,1.441202844408437
400,0.1,"StochOptForest
(apx-soln)",yes,1.4149675280111238
400,0.1,"StochOptForest
(apx-soln)",yes,1.2631684034514314
400,0.1,"StochOptForest
(apx-soln)",no,2.577230627001249
400,0.1,"StochOptForest
(apx-soln)",no,2.1685341749009788
400,0.1,"StochOptForest
(apx-soln)",no,2.296319658374491
400,0.1,"StochOptForest
(apx-soln)",no,3.095933624196652
400,0.1,"StochOptForest
(apx-soln)",no,2.32242378994401
400,0.1,"StochOptForest
(apx-soln)",no,2.890816495189164
400,0.1,"StochOptForest
(apx-soln)",no,3.0453485940183507
400,0.1,"StochOptForest
(apx-soln)",no,2.8759305437906755
400,0.1,"StochOptForest
(apx-soln)",no,2.9143508077954188
400,0.1,"StochOptForest
(apx-soln)",no,2.1171505316101547
400,0.1,"StochOptForest
(apx-soln)",no,2.3909809843754597
400,0.1,"StochOptForest
(apx-soln)",no,2.2786496302988475
400,0.1,"StochOptForest
(apx-soln)",no,2.6850552389213767
400,0.1,"StochOptForest
(apx-soln)",no,2.244890108332201
400,0.1,"StochOptForest
(apx-soln)",no,3.039813048675659
400,0.1,"StochOptForest
(apx-soln)",no,2.7928342709981906
400,0.1,"StochOptForest
(apx-soln)",no,2.6705823817055685
400,0.1,"StochOptForest
(apx-soln)",no,2.5304781943790338
400,0.1,"StochOptForest
(apx-soln)",no,3.0739412282633944
400,0.1,"StochOptForest
(apx-soln)",no,3.0222267383661032
400,0.1,"StochOptForest
(apx-soln)",no,2.702198826727956
400,0.1,"StochOptForest
(apx-soln)",no,2.073580394679912
400,0.1,"StochOptForest
(apx-soln)",no,2.343066638785802
400,0.1,"StochOptForest
(apx-soln)",no,2.327499811309961
400,0.1,"StochOptForest
(apx-soln)",no,2.4456364683596012
400,0.1,"StochOptForest
(apx-soln)",no,2.5533146862110208
400,0.1,"StochOptForest
(apx-soln)",no,2.7619202646822263
400,0.1,"StochOptForest
(apx-soln)",no,2.9921327591675886
400,0.1,"StochOptForest
(apx-soln)",no,2.532285146510442
400,0.1,"StochOptForest
(apx-soln)",no,2.8816212745570424
400,0.1,"StochOptForest
(apx-soln)",no,2.5471602797759934
400,0.1,"StochOptForest
(apx-soln)",no,2.648275101946755
400,0.1,"StochOptForest
(apx-soln)",no,2.492180249706234
400,0.1,"StochOptForest
(apx-soln)",no,2.7096209795101083
400,0.1,"StochOptForest
(apx-soln)",no,2.8725169292986577
400,0.1,"StochOptForest
(apx-soln)",no,3.1043888452187844
400,0.1,"StochOptForest
(apx-soln)",no,3.037628115531449
400,0.1,"StochOptForest
(apx-soln)",no,2.890117397247405
400,0.1,"StochOptForest
(apx-soln)",no,2.5597530037906573
400,0.1,"StochOptForest
(apx-soln)",no,2.702469823757761
400,0.1,"StochOptForest
(apx-soln)",no,2.4704801768440285
400,0.1,"StochOptForest
(apx-soln)",no,2.0283293334332155
400,0.1,"StochOptForest
(apx-soln)",no,2.35179462114955
400,0.1,"StochOptForest
(apx-soln)",no,2.4266285831771874
400,0.1,"StochOptForest
(apx-soln)",no,3.05883758329572
400,0.1,"StochOptForest
(apx-soln)",no,3.097012020812675
400,0.1,"StochOptForest
(apx-soln)",no,2.8598867221725524
400,0.1,"StochOptForest
(apx-soln)",no,2.6853406801218878
400,0.1,"StochOptForest
(apx-soln)",no,2.79749840186805
400,0.1,"StochOptForest
(apx-soln)",no,2.117166539943351
400,0.1,"StochOptForest
(apx-risk)",yes,1.225159436001901
400,0.1,"StochOptForest
(apx-risk)",yes,1.057255427272839
400,0.1,"StochOptForest
(apx-risk)",yes,1.2358572366322973
400,0.1,"StochOptForest
(apx-risk)",yes,0.9692959026843301
400,0.1,"StochOptForest
(apx-risk)",yes,1.4462770071563724
400,0.1,"StochOptForest
(apx-risk)",yes,1.2788491550039225
400,0.1,"StochOptForest
(apx-risk)",yes,1.419579193384463
400,0.1,"StochOptForest
(apx-risk)",yes,1.3146382921106996
400,0.1,"StochOptForest
(apx-risk)",yes,1.3743157911378379
400,0.1,"StochOptForest
(apx-risk)",yes,1.2196054563255412
400,0.1,"StochOptForest
(apx-risk)",yes,1.162919414180859
400,0.1,"StochOptForest
(apx-risk)",yes,1.1041199474393626
400,0.1,"StochOptForest
(apx-risk)",yes,1.3749818953495025
400,0.1,"StochOptForest
(apx-risk)",yes,1.316052669830513
400,0.1,"StochOptForest
(apx-risk)",yes,1.2832340349216371
400,0.1,"StochOptForest
(apx-risk)",yes,1.3127407334413472
400,0.1,"StochOptForest
(apx-risk)",yes,1.2033203415196645
400,0.1,"StochOptForest
(apx-risk)",yes,1.0482468557618394
400,0.1,"StochOptForest
(apx-risk)",yes,1.469749799891819
400,0.1,"StochOptForest
(apx-risk)",yes,1.1086449484765653
400,0.1,"StochOptForest
(apx-risk)",yes,1.386630282460721
400,0.1,"StochOptForest
(apx-risk)",yes,1.1945089661632264
400,0.1,"StochOptForest
(apx-risk)",yes,1.142688407681736
400,0.1,"StochOptForest
(apx-risk)",yes,1.2078192363068094
400,0.1,"StochOptForest
(apx-risk)",yes,1.242304426155053
400,0.1,"StochOptForest
(apx-risk)",yes,1.3893151384782179
400,0.1,"StochOptForest
(apx-risk)",yes,1.440717771300877
400,0.1,"StochOptForest
(apx-risk)",yes,1.3662144690401834
400,0.1,"StochOptForest
(apx-risk)",yes,1.2360209674742622
400,0.1,"StochOptForest
(apx-risk)",yes,1.318373376955
400,0.1,"StochOptForest
(apx-risk)",yes,1.2011592819916075
400,0.1,"StochOptForest
(apx-risk)",yes,1.154555785031802
400,0.1,"StochOptForest
(apx-risk)",yes,1.2325173943775884
400,0.1,"StochOptForest
(apx-risk)",yes,1.1685550948979826
400,0.1,"StochOptForest
(apx-risk)",yes,1.372421194536246
400,0.1,"StochOptForest
(apx-risk)",yes,1.4331819988677912
400,0.1,"StochOptForest
(apx-risk)",yes,1.447787645233196
400,0.1,"StochOptForest
(apx-risk)",yes,1.6222175809774293
400,0.1,"StochOptForest
(apx-risk)",yes,1.192679446989492
400,0.1,"StochOptForest
(apx-risk)",yes,1.1899903020562672
400,0.1,"StochOptForest
(apx-risk)",yes,1.2523322063092754
400,0.1,"StochOptForest
(apx-risk)",yes,1.2150612227488577
400,0.1,"StochOptForest
(apx-risk)",yes,1.1926337157702833
400,0.1,"StochOptForest
(apx-risk)",yes,1.330111452010218
400,0.1,"StochOptForest
(apx-risk)",yes,1.3328799945167589
400,0.1,"StochOptForest
(apx-risk)",yes,1.536827761054141
400,0.1,"StochOptForest
(apx-risk)",yes,1.27760287737138
400,0.1,"StochOptForest
(apx-risk)",yes,1.3500793669723365
400,0.1,"StochOptForest
(apx-risk)",yes,1.352335507450758
400,0.1,"StochOptForest
(apx-risk)",yes,1.1883288712867495
400,0.1,"StochOptForest
(apx-risk)",no,1.2239410091195455
400,0.1,"StochOptForest
(apx-risk)",no,1.0553219172726682
400,0.1,"StochOptForest
(apx-risk)",no,1.164887224399995
400,0.1,"StochOptForest
(apx-risk)",no,1.3142191470797475
400,0.1,"StochOptForest
(apx-risk)",no,1.3314082332323294
400,0.1,"StochOptForest
(apx-risk)",no,1.2129039591918849
400,0.1,"StochOptForest
(apx-risk)",no,1.3929411958773854
400,0.1,"StochOptForest
(apx-risk)",no,1.3030566197661826
400,0.1,"StochOptForest
(apx-risk)",no,1.587780423468742
400,0.1,"StochOptForest
(apx-risk)",no,1.2090186838590258
400,0.1,"StochOptForest
(apx-risk)",no,1.1119213600882796
400,0.1,"StochOptForest
(apx-risk)",no,1.0929121915039122
400,0.1,"StochOptForest
(apx-risk)",no,1.2082347091546064
400,0.1,"StochOptForest
(apx-risk)",no,1.2517474213958495
400,0.1,"StochOptForest
(apx-risk)",no,1.2316997689409919
400,0.1,"StochOptForest
(apx-risk)",no,1.2693845884220056
400,0.1,"StochOptForest
(apx-risk)",no,1.1610783957817428
400,0.1,"StochOptForest
(apx-risk)",no,1.0362773010617443
400,0.1,"StochOptForest
(apx-risk)",no,1.4185755303926977
400,0.1,"StochOptForest
(apx-risk)",no,1.0860126655829603
400,0.1,"StochOptForest
(apx-risk)",no,1.2513083958160427
400,0.1,"StochOptForest
(apx-risk)",no,1.2067863977271052
400,0.1,"StochOptForest
(apx-risk)",no,1.0942835033214509
400,0.1,"StochOptForest
(apx-risk)",no,1.1869344982402803
400,0.1,"StochOptForest
(apx-risk)",no,1.2094473327666149
400,0.1,"StochOptForest
(apx-risk)",no,1.1941386255827773
400,0.1,"StochOptForest
(apx-risk)",no,1.2768918524330293
400,0.1,"StochOptForest
(apx-risk)",no,1.3203680788985868
400,0.1,"StochOptForest
(apx-risk)",no,1.1528838297547697
400,0.1,"StochOptForest
(apx-risk)",no,1.2096804449164957
400,0.1,"StochOptForest
(apx-risk)",no,1.1978271740205273
400,0.1,"StochOptForest
(apx-risk)",no,1.1681696274712499
400,0.1,"StochOptForest
(apx-risk)",no,1.1813225592249612
400,0.1,"StochOptForest
(apx-risk)",no,1.160332410584044
400,0.1,"StochOptForest
(apx-risk)",no,1.3345325669838435
400,0.1,"StochOptForest
(apx-risk)",no,1.7269533408651314
400,0.1,"StochOptForest
(apx-risk)",no,1.4577961592727313
400,0.1,"StochOptForest
(apx-risk)",no,1.5995230764008876
400,0.1,"StochOptForest
(apx-risk)",no,1.4057596958342258
400,0.1,"StochOptForest
(apx-risk)",no,1.271880610677726
400,0.1,"StochOptForest
(apx-risk)",no,1.223752704630883
400,0.1,"StochOptForest
(apx-risk)",no,1.3307298607510787
400,0.1,"StochOptForest
(apx-risk)",no,1.2036444292833004
400,0.1,"StochOptForest
(apx-risk)",no,1.2599655874141888
400,0.1,"StochOptForest
(apx-risk)",no,1.2948795630613616
400,0.1,"StochOptForest
(apx-risk)",no,1.4035111424667586
400,0.1,"StochOptForest
(apx-risk)",no,1.2316606383983812
400,0.1,"StochOptForest
(apx-risk)",no,1.2642417741407703
400,0.1,"StochOptForest
(apx-risk)",no,1.355020795531543
400,0.1,"StochOptForest
(apx-risk)",no,1.1340820055684593
400,0.1,RandSplitForest,no,2.4521788629111474
400,0.1,RandSplitForest,no,2.0165429942192588
400,0.1,RandSplitForest,no,2.1743473108209974
400,0.1,RandSplitForest,no,2.9073718056745816
400,0.1,RandSplitForest,no,2.1179806223115287
400,0.1,RandSplitForest,no,2.7216579757042805
400,0.1,RandSplitForest,no,2.9351927862411564
400,0.1,RandSplitForest,no,2.445187750547967
400,0.1,RandSplitForest,no,2.863629042148565
400,0.1,RandSplitForest,no,2.0431432427100122
400,0.1,RandSplitForest,no,2.300691506057631
400,0.1,RandSplitForest,no,2.204425467262891
400,0.1,RandSplitForest,no,2.502189020411024
400,0.1,RandSplitForest,no,2.182714896669475
400,0.1,RandSplitForest,no,2.89933131484706
400,0.1,RandSplitForest,no,2.6845532723675753
400,0.1,RandSplitForest,no,2.469838302420668
400,0.1,RandSplitForest,no,2.4025644932121435
400,0.1,RandSplitForest,no,2.9093984791123964
400,0.1,RandSplitForest,no,2.907020353165997
400,0.1,RandSplitForest,no,2.558513854663879
400,0.1,RandSplitForest,no,1.979957410149602
400,0.1,RandSplitForest,no,2.276927440438453
400,0.1,RandSplitForest,no,2.275098978465209
400,0.1,RandSplitForest,no,2.3292419217059015
400,0.1,RandSplitForest,no,2.510537946343347
400,0.1,RandSplitForest,no,2.5509219057391546
400,0.1,RandSplitForest,no,2.7932486978643096
400,0.1,RandSplitForest,no,2.3673534690824556
400,0.1,RandSplitForest,no,2.714622710486331
400,0.1,RandSplitForest,no,2.4577735459111336
400,0.1,RandSplitForest,no,2.5876150931246857
400,0.1,RandSplitForest,no,2.4948064284765095
400,0.1,RandSplitForest,no,2.6074532070935224
400,0.1,RandSplitForest,no,2.751275159199518
400,0.1,RandSplitForest,no,2.6607117186642073
400,0.1,RandSplitForest,no,2.7877256154159493
400,0.1,RandSplitForest,no,2.7598032787091764
400,0.1,RandSplitForest,no,2.408495704550224
400,0.1,RandSplitForest,no,2.4372404724770225
400,0.1,RandSplitForest,no,2.3907691356130187
400,0.1,RandSplitForest,no,1.9642675266256955
400,0.1,RandSplitForest,no,2.2896406522869315
400,0.1,RandSplitForest,no,2.336043723119837
400,0.1,RandSplitForest,no,2.764682339368381
400,0.1,RandSplitForest,no,2.9369035127924255
400,0.1,RandSplitForest,no,2.5780327299556105
400,0.1,RandSplitForest,no,2.5228715217056705
400,0.1,RandSplitForest,no,2.6892778293314152
400,0.1,RandSplitForest,no,2.0276935423530036
400,0.1,RandForest,no,2.091767787489747
400,0.1,RandForest,no,1.9669376146379027
400,0.1,RandForest,no,1.9748734134691954
400,0.1,RandForest,no,2.489780155380058
400,0.1,RandForest,no,1.6558939939549961
400,0.1,RandForest,no,2.1427165370449113
400,0.1,RandForest,no,2.5172365647854287
400,0.1,RandForest,no,1.918268851258273
400,0.1,RandForest,no,1.9999049188328153
400,0.1,RandForest,no,1.8049269073116916
400,0.1,RandForest,no,1.8977733694196801
400,0.1,RandForest,no,1.7603863383648948
400,0.1,RandForest,no,2.0413738405699045
400,0.1,RandForest,no,1.2860428357860594
400,0.1,RandForest,no,2.2435889203597412
400,0.1,RandForest,no,2.1179436423996063
400,0.1,RandForest,no,2.015794604645977
400,0.1,RandForest,no,1.937352158645894
400,0.1,RandForest,no,3.204613930355555
400,0.1,RandForest,no,2.2992561486507506
400,0.1,RandForest,no,2.032205510163665
400,0.1,RandForest,no,1.704083679172488
400,0.1,RandForest,no,1.9370449576781932
400,0.1,RandForest,no,1.8642158641717002
400,0.1,RandForest,no,1.999232785699404
400,0.1,RandForest,no,1.91121285648124
400,0.1,RandForest,no,2.020294502146678
400,0.1,RandForest,no,1.6904940874602923
400,0.1,RandForest,no,1.9287634250679446
400,0.1,RandForest,no,1.97829719177069
400,0.1,RandForest,no,2.222328730088243
400,0.1,RandForest,no,2.9193112441500255
400,0.1,RandForest,no,1.7825845394007143
400,0.1,RandForest,no,1.8989444550155312
400,0.1,RandForest,no,1.9554494420996944
400,0.1,RandForest,no,1.3867449095362856
400,0.1,RandForest,no,2.0223941605067464
400,0.1,RandForest,no,2.061201957181133
400,0.1,RandForest,no,1.78807473351515
400,0.1,RandForest,no,1.9286268349460938
400,0.1,RandForest,no,2.302398111579698
400,0.1,RandForest,no,1.7764499555499944
400,0.1,RandForest,no,1.687763308643184
400,0.1,RandForest,no,4.192353774014307
400,0.1,RandForest,no,1.924284639770778
400,0.1,RandForest,no,2.161249660849149
400,0.1,RandForest,no,1.846460733716562
400,0.1,RandForest,no,2.1326037243637574
400,0.1,RandForest,no,2.4069048311560453
400,0.1,RandForest,no,1.6112779932157626
800,0.1,"StochOptForest
(apx-soln)",yes,1.1551703163218006
800,0.1,"StochOptForest
(apx-soln)",yes,1.1607316635606493
800,0.1,"StochOptForest
(apx-soln)",yes,1.2240845152965267
800,0.1,"StochOptForest
(apx-soln)",yes,1.216192106862452
800,0.1,"StochOptForest
(apx-soln)",yes,1.3533335702273086
800,0.1,"StochOptForest
(apx-soln)",yes,1.0895389622189307
800,0.1,"StochOptForest
(apx-soln)",yes,1.2674243048423692
800,0.1,"StochOptForest
(apx-soln)",yes,1.1259847534713756
800,0.1,"StochOptForest
(apx-soln)",yes,1.4120994617907319
800,0.1,"StochOptForest
(apx-soln)",yes,1.3262267831176626
800,0.1,"StochOptForest
(apx-soln)",yes,1.158174399786357
800,0.1,"StochOptForest
(apx-soln)",yes,1.1518540076354207
800,0.1,"StochOptForest
(apx-soln)",yes,1.1916059452473082
800,0.1,"StochOptForest
(apx-soln)",yes,1.3423493590756708
800,0.1,"StochOptForest
(apx-soln)",yes,1.164619420548797
800,0.1,"StochOptForest
(apx-soln)",yes,1.3348710002513346
800,0.1,"StochOptForest
(apx-soln)",yes,1.3480279357150595
800,0.1,"StochOptForest
(apx-soln)",yes,1.2191266722921357
800,0.1,"StochOptForest
(apx-soln)",yes,1.263140927909017
800,0.1,"StochOptForest
(apx-soln)",yes,1.280524996846765
800,0.1,"StochOptForest
(apx-soln)",yes,1.0729259297675302
800,0.1,"StochOptForest
(apx-soln)",yes,1.1830681418672513
800,0.1,"StochOptForest
(apx-soln)",yes,1.181285752815923
800,0.1,"StochOptForest
(apx-soln)",yes,1.3027393522251114
800,0.1,"StochOptForest
(apx-soln)",yes,1.1438128137867811
800,0.1,"StochOptForest
(apx-soln)",yes,1.195978678970162
800,0.1,"StochOptForest
(apx-soln)",yes,1.0820625647115596
800,0.1,"StochOptForest
(apx-soln)",yes,1.1590474481477355
800,0.1,"StochOptForest
(apx-soln)",yes,1.3060118906601974
800,0.1,"StochOptForest
(apx-soln)",yes,1.2460238139151283
800,0.1,"StochOptForest
(apx-soln)",yes,1.2583096941134193
800,0.1,"StochOptForest
(apx-soln)",yes,1.1042287666156863
800,0.1,"StochOptForest
(apx-soln)",yes,1.3206472297291747
800,0.1,"StochOptForest
(apx-soln)",yes,1.214248926198697
800,0.1,"StochOptForest
(apx-soln)",yes,1.1389381357721322
800,0.1,"StochOptForest
(apx-soln)",yes,1.1185999254236467
800,0.1,"StochOptForest
(apx-soln)",yes,1.1190222285279556
800,0.1,"StochOptForest
(apx-soln)",yes,1.153299189170239
800,0.1,"StochOptForest
(apx-soln)",yes,1.185880186840338
800,0.1,"StochOptForest
(apx-soln)",yes,1.3213356124322937
800,0.1,"StochOptForest
(apx-soln)",yes,1.1852899642983359
800,0.1,"StochOptForest
(apx-soln)",yes,1.1595259618490723
800,0.1,"StochOptForest
(apx-soln)",yes,1.29005682588271
800,0.1,"StochOptForest
(apx-soln)",yes,1.2037765929234252
800,0.1,"StochOptForest
(apx-soln)",yes,1.2795349729794057
800,0.1,"StochOptForest
(apx-soln)",yes,1.206642587683359
800,0.1,"StochOptForest
(apx-soln)",yes,1.1174373664271307
800,0.1,"StochOptForest
(apx-soln)",yes,1.1904598206675179
800,0.1,"StochOptForest
(apx-soln)",yes,1.0893369282248564
800,0.1,"StochOptForest
(apx-soln)",yes,1.2380314347358374
800,0.1,"StochOptForest
(apx-soln)",no,2.1948928994142634
800,0.1,"StochOptForest
(apx-soln)",no,2.386878053851376
800,0.1,"StochOptForest
(apx-soln)",no,2.3143347087457493
800,0.1,"StochOptForest
(apx-soln)",no,2.775866007005411
800,0.1,"StochOptForest
(apx-soln)",no,3.664608792362352
800,0.1,"StochOptForest
(apx-soln)",no,2.4935702714152868
800,0.1,"StochOptForest
(apx-soln)",no,2.588424324165438
800,0.1,"StochOptForest
(apx-soln)",no,2.9284319079119867
800,0.1,"StochOptForest
(apx-soln)",no,3.0833477045659476
800,0.1,"StochOptForest
(apx-soln)",no,3.90550962460146
800,0.1,"StochOptForest
(apx-soln)",no,2.820806800248287
800,0.1,"StochOptForest
(apx-soln)",no,3.2115391089974388
800,0.1,"StochOptForest
(apx-soln)",no,2.8280756191758796
800,0.1,"StochOptForest
(apx-soln)",no,2.754019039678057
800,0.1,"StochOptForest
(apx-soln)",no,2.8279237946630986
800,0.1,"StochOptForest
(apx-soln)",no,3.534688373640735
800,0.1,"StochOptForest
(apx-soln)",no,2.466473327372613
800,0.1,"StochOptForest
(apx-soln)",no,2.5959874478149754
800,0.1,"StochOptForest
(apx-soln)",no,2.936541650940423
800,0.1,"StochOptForest
(apx-soln)",no,2.8728398942030178
800,0.1,"StochOptForest
(apx-soln)",no,2.2470855883697967
800,0.1,"StochOptForest
(apx-soln)",no,2.7312240869210105
800,0.1,"StochOptForest
(apx-soln)",no,2.3285667083431556
800,0.1,"StochOptForest
(apx-soln)",no,2.7309239304322426
800,0.1,"StochOptForest
(apx-soln)",no,2.861644677589315
800,0.1,"StochOptForest
(apx-soln)",no,2.9731209067056357
800,0.1,"StochOptForest
(apx-soln)",no,2.4222696802226316
800,0.1,"StochOptForest
(apx-soln)",no,2.4924774120303295
800,0.1,"StochOptForest
(apx-soln)",no,2.8710217003427734
800,0.1,"StochOptForest
(apx-soln)",no,2.5829226541524717
800,0.1,"StochOptForest
(apx-soln)",no,3.223998791756424
800,0.1,"StochOptForest
(apx-soln)",no,3.086478737502249
800,0.1,"StochOptForest
(apx-soln)",no,2.4904085415950927
800,0.1,"StochOptForest
(apx-soln)",no,2.6345898309170526
800,0.1,"StochOptForest
(apx-soln)",no,2.379012623357699
800,0.1,"StochOptForest
(apx-soln)",no,2.0589889638593935
800,0.1,"StochOptForest
(apx-soln)",no,2.3183003209819844
800,0.1,"StochOptForest
(apx-soln)",no,2.417911723897134
800,0.1,"StochOptForest
(apx-soln)",no,2.8153128511530574
800,0.1,"StochOptForest
(apx-soln)",no,3.1084483361799493
800,0.1,"StochOptForest
(apx-soln)",no,2.978074163964504
800,0.1,"StochOptForest
(apx-soln)",no,2.5845385804949785
800,0.1,"StochOptForest
(apx-soln)",no,2.873760241443409
800,0.1,"StochOptForest
(apx-soln)",no,3.0187203214930003
800,0.1,"StochOptForest
(apx-soln)",no,3.038195405967023
800,0.1,"StochOptForest
(apx-soln)",no,2.303491758800504
800,0.1,"StochOptForest
(apx-soln)",no,2.4132132720433765
800,0.1,"StochOptForest
(apx-soln)",no,2.845610637302264
800,0.1,"StochOptForest
(apx-soln)",no,3.0448457445002597
800,0.1,"StochOptForest
(apx-soln)",no,2.6514930351857102
800,0.1,"StochOptForest
(apx-risk)",yes,1.0818646746213818
800,0.1,"StochOptForest
(apx-risk)",yes,1.127683488668128
800,0.1,"StochOptForest
(apx-risk)",yes,1.3127169065578033
800,0.1,"StochOptForest
(apx-risk)",yes,1.240171303784963
800,0.1,"StochOptForest
(apx-risk)",yes,1.1781109751821788
800,0.1,"StochOptForest
(apx-risk)",yes,1.0715844559869028
800,0.1,"StochOptForest
(apx-risk)",yes,1.1887174901916284
800,0.1,"StochOptForest
(apx-risk)",yes,1.1032243972482674
800,0.1,"StochOptForest
(apx-risk)",yes,1.2785478019632246
800,0.1,"StochOptForest
(apx-risk)",yes,1.2515495304029212
800,0.1,"StochOptForest
(apx-risk)",yes,1.1069254036987062
800,0.1,"StochOptForest
(apx-risk)",yes,1.2466553879728444
800,0.1,"StochOptForest
(apx-risk)",yes,1.1681651850554775
800,0.1,"StochOptForest
(apx-risk)",yes,1.2906976094470108
800,0.1,"StochOptForest
(apx-risk)",yes,1.1402620049197967
800,0.1,"StochOptForest
(apx-risk)",yes,1.2505357305049378
800,0.1,"StochOptForest
(apx-risk)",yes,1.3031024509826152
800,0.1,"StochOptForest
(apx-risk)",yes,1.1431587687353533
800,0.1,"StochOptForest
(apx-risk)",yes,1.224885143278959
800,0.1,"StochOptForest
(apx-risk)",yes,1.2231127866917666
800,0.1,"StochOptForest
(apx-risk)",yes,1.0622013472081067
800,0.1,"StochOptForest
(apx-risk)",yes,1.2061988053664527
800,0.1,"StochOptForest
(apx-risk)",yes,1.1411198354316858
800,0.1,"StochOptForest
(apx-risk)",yes,1.1796911051583514
800,0.1,"StochOptForest
(apx-risk)",yes,1.15702284510844
800,0.1,"StochOptForest
(apx-risk)",yes,1.1890335146522988
800,0.1,"StochOptForest
(apx-risk)",yes,1.1042315425466103
800,0.1,"StochOptForest
(apx-risk)",yes,1.1250225794837658
800,0.1,"StochOptForest
(apx-risk)",yes,1.2389569694665967
800,0.1,"StochOptForest
(apx-risk)",yes,1.17166711118114
800,0.1,"StochOptForest
(apx-risk)",yes,1.1773602277410915
800,0.1,"StochOptForest
(apx-risk)",yes,1.0841796125478398
800,0.1,"StochOptForest
(apx-risk)",yes,1.3123596647426927
800,0.1,"StochOptForest
(apx-risk)",yes,1.1910560745930994
800,0.1,"StochOptForest
(apx-risk)",yes,1.1130202459892764
800,0.1,"StochOptForest
(apx-risk)",yes,1.1459676375292946
800,0.1,"StochOptForest
(apx-risk)",yes,1.1058498035309727
800,0.1,"StochOptForest
(apx-risk)",yes,1.1837278138059608
